,회사명,종목코드,상장일,상장유형,증권구분,상장주선인,액면가(원),공모가(원),공모금액(천원),최초상장주식수(주),1년후종가
508,강스템바이오텍,217730,2015-12-21,신규상장,주권,키움증권(주),500,6000,12000000,13817150,9784
509,씨트리,047920,2015-12-21,신규상장,주권,신한금융투자(주),500,6500,6240000,7023345,5270
510,덱스터,206560,2015-12-22,신규상장,주권,엔에이치투자증권주식회사,500,14000,29983296,9630524,10000
511,아진산업,013310,2015-12-22,신규상장,주권,미래에셋증권(주),500,6500,29250000,12415300,6221
512,한국맥널티,222980,2015-12-23,신규상장,주권,키움증권(주),500,8000,10000000,4975000,6856
513,육일씨엔에쓰,191410,2015-12-24,신규상장,주권,케이프투자증권주식회사,500,6000,4200000,8522980,7550
514,휴젤,145020,2015-12-24,신규상장,주권,"한국투자증권(주),미래에셋대우(주)",500,150000,54000000,3284058,98621
515,대신밸런스제2호스팩,232140,2015-12-24,신규상장,주권,대신증권(주),100,2000,20000000,10620000,2445
516,이에스브이,223310,2015-12-24,신규상장,주권,엔에이치투자증권주식회사,500,10000,15800000,5227400,20300
517,잇츠스킨,226320,2015-12-28,신규상장,주권,미래에셋대우(주),500,170000,161213890,8735650,42700
518,코리아오토글라스,152330,2015-12-29,신규상장,주권,엔에이치투자증권주식회사,5000,11000,88440000,20000000,15950
519,에스와이패널,109610,2015-12-29,신규상장,주권,미래에셋증권(주),500,5000,10679610,6200000,16810
520,코디엠,224060,2015-12-29,신규상장,주권,미래에셋증권(주),500,4700,4700000,3793630,2180
521,한솔씨앤피,221610,2016-01-27,신규상장,주권,"신한금융투자(주),케이비투자증권(주)",500,13000,11700000,3460340,441
522,크리스탈신소재,900250,2016-01-28,신규상장,외국주권,신한금융투자(주),0,3000,27900000,61622771,3325
523,유니트론텍,142210,2016-02-02,신규상장,주권,하나금융투자(주),500,14000,9170000,3310650,8950
524,아이엠텍,226350,2016-02-03,신규상장,주권,미래에셋대우(주),500,7500,32250000,16787750,7590
525,제이에스코퍼레이션,194370,2016-02-04,신규상장,주권,엔에이치투자증권주식회사,100,23000,75512036,12687732,14250
526,안트로젠,065660,2016-02-15,신규상장,주권,키움증권(주),500,24000,16800000,7463435,19650
527,케이비제9호스팩,232270,2016-02-29,신규상장,주권,케이비투자증권(주),100,2000,27000000,13815700,1940
528,큐리언트,115180,2016-02-29,신규상장,주권,한국투자증권(주),500,21000,32508000,7227262,24150
529,IBKS제4호스팩,230980,2016-03-02,신규상장,주권,IBK투자증권(주),100,2000,3500000,2000000,4006
530,하이에이아이1호스팩,235010,2016-03-04,신규상장,주권,하이투자증권(주),100,2000,9200000,4950000,1893
531,AP위성통신,211270,2016-03-04,신규상장,주권,KB증권(주),500,9700,31602600,13097740,8280
532,팬젠,222110,2016-03-11,신규상장,주권,한국투자증권(주),500,16500,27225000,7681318,14000
533,대림씨엔에스,004440,2016-03-30,신규상장,주권,미래에셋대우(주),1000,27700,123436214,12731947,17800
534,동양파일,228340,2016-04-06,신규상장,주권,대신증권(주),500,10000,80000000,20000000,8170
535,씨엠에스에듀,225330,2016-04-07,신규상장,주권,"유안타증권(주),삼성증권(주)",500,23200,28768000,4205350,6854
536,레이언스,228850,2016-04-11,신규상장,주권,대신증권(주),500,25000,100000000,16591014,18400
537,해태제과식품,101530,2016-05-11,신규상장,주권,"엔에이치투자증권주식회사,삼성증권(주)",500,15100,88033000,19209740,20050
538,용평리조트,070960,2016-05-27,신규상장,주권,미래에셋대우(주),5000,7000,93632000,48133333,11950
539,미래에셋제5호스팩,239340,2016-06-09,신규상장,주권,미래에셋증권(주),100,2000,9000000,4800000,1984
540,한국4호스팩,240540,2016-06-22,신규상장,주권,한국투자증권(주),100,2000,10000000,5500000,1919
541,알엔투테크놀로지,148250,2016-06-22,이전상장,주권,하나금융투자(주),500,5800,3886000,6328942,9230
542,에스티팜,237690,2016-06-23,신규상장,주권,"한국투자증권(주),유진투자증권(주)",500,29000,135256000,18484400,43800
543,녹십자랩셀,144510,2016-06-23,신규상장,주권,"하나금융투자(주),케이프투자증권주식회사",500,18500,37000000,10554054,26450
544,해성디에스,195870,2016-06-24,신규상장,주권,엔에이치투자증권주식회사,5000,12000,48000000,17000000,18650
545,로스웰,900260,2016-06-30,신규상장,외국주권,신한금융투자(주),0,3200,96000000,90781250,2138
546,피앤씨테크,237750,2016-07-04,신규상장,주권,케이비투자증권(주),500,10200,27030000,6496600,10250
547,바이오리더스,142760,2016-07-07,이전상장,주권,키움증권(주),500,15000,18000000,12354310,5489
548,한국자산신탁,123890,2016-07-13,신규상장,주권,"신한금융투자(주),대신증권(주)",500,10300,281162654,85000000,7067
549,대유위니아,071460,2016-07-14,신규상장,주권,신영증권(주),500,6800,51000000,24111530,3883
550,장원테크,174880,2016-07-15,신규상장,주권,신한금융투자(주),500,17500,26250000,6045000,1678
551,옵토팩,123010,2016-07-20,이전상장,주권,IBK투자증권(주),500,5900,4130000,4429352,914
552,우리손에프앤지,073560,2016-07-27,신규상장,주권,미래에셋대우(주),500,2210,40247481,61157490,2545
553,엔지스테크널러지,208860,2016-07-28,신규상장,주권,교보증권(주),500,10000,4670000,3127180,5469
554,두올　　　　　　,016740,2016-07-29,신규상장,주권,미래에셋증권(주),2500,8500,62050000,17755500,3471
555,팍스넷,038160,2016-08-01,신규상장,주권,한국투자증권(주),500,5200,14389800,11077521,5700
556,에코마케팅,230360,2016-08-08,신규상장,주권,한국투자증권(주),100,35000,38500000,8128571,4193
557,헝셩그룹,900270,2016-08-18,신규상장,외국주권,신한금융투자(주),0,3600,72000000,80000000,2595
558,자이글,234920,2016-09-06,신규상장,주권,"케이비투자증권(주),하나금융투자(주)",500,11000,49280000,13530910,7170
559,교보비엔케이스팩,242040,2016-09-07,신규상장,주권,"교보증권(주),(주)비엔케이투자증권",100,2000,12000000,7110000,2168
560,하나금융8호스팩,250060,2016-09-08,신규상장,주권,하나금융투자(주),100,2000,12000000,6402000,2155
561,유니테크노,241690,2016-09-20,신규상장,주권,한국투자증권(주),500,10300,15450000,5963760,3994
562,엘에스전선 아시아,229640,2016-09-22,신규상장,주권,"한국투자증권(주),하나금융투자(주)",500,8000,80960904,30624879,6340
563,모두투어리츠,204210,2016-09-22,신규상장,부동산투자회사,교보증권(주),5000,6000,14100000,7826815,4185
564,케이비제10호스팩,250930,2016-09-29,신규상장,주권,케이비투자증권(주),100,2000,10000000,5210000,3059
565,화승엔터프라이즈,241590,2016-10-04,신규상장,주권,한국투자증권(주),500,15000,117600000,26929479,7950
566,미투온,201490,2016-10-10,신규상장,주권,미래에셋증권(주),500,3800,27210690,29961122,7720
567,수산아이앤티,050960,2016-10-11,신규상장,주권,삼성증권(주),500,11500,19550000,6751000,8980
568,앤디포스,238090,2016-10-12,신규상장,주권,미래에셋대우(주),500,14500,60900000,15068965,3590
569,잉글우드랩,950140,2016-10-14,신규상장,주식예탁증권,하나금융투자(주),0,6000,25200000,17366154,6370
570,에이치시티,072990,2016-10-17,신규상장,주권,미래에셋대우(주),500,17000,19319820,4579934,7590
571,인텔리안테크,189300,2016-10-18,신규상장,주권,한국투자증권(주),500,19000,27550000,7165110,12050
572,골든센츄리,900280,2016-10-19,신규상장,외국주권,유안타증권(주),0,3500,27666664,29800000,1330
573,GRT,900290,2016-10-25,신규상장,외국주권,엔에이치투자증권주식회사,0,5000,86875000,67375000,3775
574,JW생명과학,234080,2016-10-27,신규상장,주권,케이비투자증권(주),5000,30000,72000000,7917277,18575
575,에이치엘사이언스,239610,2016-10-28,신규상장,주권,"미래에셋대우(주),케이비투자증권(주)",500,27000,40800375,5142148,29570
576,코스메카코리아,241710,2016-10-28,신규상장,주권,삼성증권(주),500,54000,72360000,5340000,31450
577,인크로스,216050,2016-10-31,신규상장,주권,신한금융투자(주),500,43000,20274500,2939035,20289
578,IBKS지엠비스팩,252500,2016-11-02,신규상장,주권,IBK투자증권(주),100,2000,10000000,5315000,1950
579,로고스바이오,238120,2016-11-03,신규상장,주권,신한금융투자(주),500,25500,18056448,3561724,6454
580,오가닉티코스메틱,900300,2016-11-04,신규상장,외국주권,유진투자증권(주),0,4000,57200000,56925000,3970
581,클리오,237880,2016-11-09,신규상장,주권,엔에이치투자증권주식회사,500,41000,184401600,16873215,34200
582,삼성바이오로직스,207940,2016-11-10,신규상장,주권,"한국투자증권(주),씨티그룹글로벌마켓증권(주)",2500,136000,2249617072,66165000,375500
583,SK3호스팩,232330,2016-11-16,신규상장,주권,SK증권(주),100,2000,6600000,3600000,1957
584,두산밥캣,241560,2016-11-18,신규상장,주권,"한국투자증권(주),CS증권 서울지점,홍콩상하이증권 서울지점,제이피모간증권회사 서울지점,한화투자증권(주),신영증권(주)",500,30000,900845400,100249166,33950
585,핸디소프트,220180,2016-11-24,이전상장,주권,케이비투자증권(주),500,5600,10640000,7459009,6750
586,에이치엔티,176440,2016-11-28,신규상장,주권,키움증권(주),500,10000,13500000,6701100,4150
587,뉴파워프라즈마,144960,2016-11-30,신규상장,주권,키움증권(주),500,17500,29750000,7903379,5620
588,엘앤케이바이오,156100,2016-11-30,이전상장,주권,엔에이치투자증권주식회사,500,15000,15345000,9926362,9251
589,오션브릿지,241790,2016-12-01,신규상장,주권,대신증권(주),500,6600,14949000,8622720,10300
590,퓨쳐켐,220100,2016-12-01,이전상장,주권,엔에이치투자증권주식회사,500,15000,21000000,5622139,14560
591,IBKS제5호스팩,254120,2016-12-02,신규상장,주권,IBK투자증권(주),100,2000,8000000,4500000,2375
592,핸즈코퍼레이션,143210,2016-12-02,신규상장,주권,케이비투자증권(주),500,12000,65784000,21646800,9200
593,신라젠,215600,2016-12-06,신규상장,주권,"엔에이치투자증권주식회사,하나금융투자(주),DB금융투자주식회사",500,15000,150000000,61616527,98300
594,유니온커뮤니티,203450,2016-12-07,이전상장,주권,미래에셋증권(주),500,5000,14550000,14679007,2995
595,애니젠,196300,2016-12-07,신규상장,주권,키움증권(주),500,18000,12600000,4734831,24500
596,현성바이탈,204990,2016-12-09,이전상장,주권,엔에이치투자증권주식회사,500,7000,19600000,21740000,6120
597,마이크로프랜드,147760,2016-12-12,신규상장,주권,키움증권(주),500,7300,21900000,10641366,9590
598,티에스인베스트먼트,246690,2016-12-15,신규상장,주권,한국투자증권(주),500,1300,7410000,22421004,3215
599,DSC인베스트먼트,241520,2016-12-19,신규상장,주권,키움증권(주),500,1700,7427184,17500000,3451
600,퓨전데이타,195440,2016-12-21,신규상장,주권,한국투자증권(주),500,11500,11500000,3030000,66391
601,엔에이치스팩11호,256840,2016-12-28,신규상장,주권,엔에이치투자증권주식회사,100,2000,13000000,6830000,2155
602,유바이오로직스,206650,2017-01-24,신규상장,주권,한국투자증권(주),500,6000,19200000,24231986,7130
603,서플러스글로벌,140070,2017-01-25,신규상장,주권,한국투자증권(주),100,8000,35200000,18494000,4535
604,호전실업,111110,2017-02-02,신규상장,주권,엔에이치투자증권주식회사,500,25000,41616750,8000000,15500
605,신한제3호스팩,257730,2017-02-23,신규상장,주권,신한금융투자(주),100,2000,6000000,3505000,2140
606,피씨엘,241820,2017-02-23,신규상장,주권,한국투자증권(주),500,8000,12000000,8921164,19000
607,모바일어플라이언스,087260,2017-02-24,신규상장,주권,엔에이치투자증권주식회사,500,3500,13181998,15000000,4405
608,에프엔에스테크,083500,2017-02-27,신규상장,주권,한국투자증권(주),500,14000,14000000,5851101,6680
609,신신제약,002800,2017-02-28,신규상장,주권,케이비투자증권(주),500,4500,14625000,15170500,11400
610,에스디생명공학,217480,2017-03-02,신규상장,주권,"신한금융투자(주),한국투자증권(주)",500,12000,57600000,22064400,17550
611,대신밸런스제4호스팩,262830,2017-03-03,신규상장,주권,대신증권(주),100,2000,9000000,5010000,2039
612,덴티움,145720,2017-03-15,신규상장,주권,엔에이치투자증권주식회사,500,32000,81466592,11068830,82600
613,아스타,246720,2017-03-20,신규상장,주권,키움증권(주),500,8000,14000000,9402523,15187
614,코미코,183300,2017-03-23,신규상장,주권,엔에이치투자증권주식회사,500,13000,32500000,8075000,30400
615,서진시스템,178320,2017-03-27,신규상장,주권,엔에이치투자증권주식회사,500,25000,35750000,5642185,16946
616,이엘피,063760,2017-04-06,이전상장,주권,엔에이치투자증권주식회사,500,20000,16000000,4839500,12039
617,신영스팩3호,263770,2017-04-06,신규상장,주권,신영증권(주),100,2000,5000000,2605000,5970
618,와이엠티,251370,2017-04-27,신규상장,주권,하나금융투자(주),500,21000,11815167,3602600,18325
619,케이비제11호스팩,258790,2017-04-27,신규상장,주권,KB증권(주),100,2000,6000000,3210000,2075
620,하나머티리얼즈,166090,2017-04-28,신규상장,주권,"대신증권(주),엔에이치투자증권주식회사",500,12000,23280000,9459737,19375
621,한화에이스스팩3호,264290,2017-05-02,신규상장,주권,한화투자증권(주),100,2000,5500000,3080000,2100
622,엔에이치스팩10호,256630,2017-05-02,신규상장,주권,엔에이치투자증권주식회사,100,2000,13000000,7000000,2222
623,아이엔지생명,079440,2017-05-11,신규상장,주권,"삼성증권(주),모건스탠리 인터내셔날증권회사 서울지점",1000,33000,1105500000,82000000,42600
624,넷마블게임즈,251270,2017-05-12,신규상장,주권,"엔에이치투자증권주식회사,제이피모간증권회사 서울지점",100,157000,2661717084,84730000,143000
625,미래에셋대우스팩1호,265480,2017-05-26,신규상장,주권,미래에셋대우(주),100,2000,8000000,4840000,2050
626,IBKS제6호스팩,264850,2017-06-01,신규상장,주권,IBK투자증권(주),100,2000,8000000,4315000,2312
627,필옵틱스,161580,2017-06-01,신규상장,주권,신한금융투자(주),500,48000,55680000,5775200,9850
628,삼양옵틱스,225190,2017-06-02,신규상장,주권,미래에셋대우(주),500,16700,66800000,10000000,17650
629,한화수성스팩,265920,2017-06-08,신규상장,주권,한화투자증권(주),100,2000,8000000,4440000,1982
630,보라티알,250000,2017-06-08,신규상장,주권,대신증권(주),500,14300,24134110,6750733,12050
631,교보7호스팩,267320,2017-06-22,신규상장,주권,교보증권(주),100,2000,7580000,4020000,1843
632,하나금융9호스팩,261200,2017-06-26,신규상장,주권,하나금융투자(주),100,2000,8000000,4260000,2050
633,제일홀딩스,003380,2017-06-30,신규상장,주권,"신한금융투자(주),KB증권(주)",100,20700,421886700,70718000,13800
634,아우딘퓨쳐스,227610,2017-07-12,신규상장,주권,하나금융투자(주),500,26000,26000000,5925190,12725
635,브이원텍,251630,2017-07-13,신규상장,주권,미래에셋대우(주),500,17700,32373300,7366090,20225
636,힘스,238490,2017-07-20,신규상장,주권,"KB증권(주),SK증권(주)",500,20000,16000000,4968000,9467
637,한국제5호스팩,271740,2017-07-24,신규상장,주권,한국투자증권(주),100,2000,7000000,4000000,2055
638,이즈미디어,181340,2017-07-26,신규상장,주권,한국투자증권(주),500,7500,11400000,7045100,5360
639,셀트리온헬스케어,091990,2017-07-28,신규상장,주권,미래에셋대우(주),1000,41000,1008764000,136688120,77846
640,디앤씨미디어,263720,2017-08-01,신규상장,주권,키움증권(주),500,20000,20140000,4034223,12800
641,지니언스,263860,2017-08-02,신규상장,주권,하나금융투자(주),500,13500,11205000,4854900,6050
642,데이타솔루션,263800,2017-08-03,신규상장,주권,미래에셋대우(주),500,3300,15180000,15358580,3475
643,모트렉스,118990,2017-08-04,신규상장,주권,미래에셋대우(주),500,38300,68940000,5336109,5364
644,엔에이치스팩12호,273060,2017-08-07,신규상장,주권,엔에이치투자증권주식회사,100,2000,13000000,7510000,2045
645,컬러레이,900310,2017-08-10,신규상장,외국주권,신한금융투자(주),0,3800,53200000,54000000,2460
646,알에스오토메이션,140670,2017-08-11,신규상장,주권,미래에셋대우(주),500,6000,14628000,9103140,15500
647,하나금융10호스팩,270520,2017-08-22,신규상장,주권,하나금융투자(주),100,2000,8000000,4602000,1949
648,이더블유케이,258610,2017-08-22,신규상장,주권,신영증권(주),500,5000,11100000,6586600,5010
649,덕우전자,263600,2017-08-28,신규상장,주권,한국투자증권(주),500,15500,38750000,8110066,5575
650,케이피에스,256940,2017-09-06,이전상장,주권,키움증권(주),500,14000,15109752,4270000,3190
651,펄어비스,263750,2017-09-14,신규상장,주권,한국투자증권(주),500,103000,185400000,12066300,220500
652,샘코,263540,2017-09-15,신규상장,주권,"한국투자증권(주),대신증권(주)",500,11000,16500000,7756131,5580
653,앱클론,174900,2017-09-18,신규상장,주권,엔에이치투자증권주식회사,500,10000,6807410,6800000,28500
654,엠플러스,259630,2017-09-20,신규상장,주권,키움증권(주),500,18000,22500000,5111890,11494
655,선익시스템,171090,2017-09-20,신규상장,주권,대신증권(주),500,37000,55500000,6000000,8190
656,유티아이,179900,2017-09-27,신규상장,주권,한국투자증권(주),500,25000,22400000,5332145,5612
657,신흥에스이씨,243840,2017-09-27,신규상장,주권,삼성증권(주),2500,16000,33600000,6551683,52400
658,에스엔피월드,263920,2017-09-28,신규상장,주권,대신증권(주),500,5100,10200000,7876580,6380
659,IBKS제8호스팩,277410,2017-09-29,신규상장,주권,IBK투자증권(주),100,2000,4000000,2210000,2335
660,야스,255440,2017-09-29,신규상장,주권,한국투자증권(주),500,23500,54050000,12930000,22300
661,상신전자,263810,2017-10-16,신규상장,주권,미래에셋대우(주),500,13300,9310000,3921000,3722
662,신한제4호스팩,277480,2017-10-20,신규상장,주권,신한금융투자(주),100,2000,10000000,6010000,2035
663,세원,234100,2017-10-20,이전상장,주권,현대차증권주식회사,500,5700,6270000,3633000,2355
664,영화테크,265560,2017-10-26,신규상장,주권,신한금융투자(주),500,12500,8800000,5345090,8230
665,테이팩스,055490,2017-10-31,신규상장,주권,"신한금융투자(주),KB증권(주)",500,23000,38180000,4717650,20750
666,티슈진,950160,2017-11-06,신규상장,주식예탁증권,엔에이치투자증권주식회사,0,27000,202500000,60379425,40750
667,비디아이,148140,2017-11-09,이전상장,주권,신영증권(주),500,10000,13500000,5280500,6052
668,IBKS제7호스팩,276920,2017-11-10,신규상장,주권,IBK투자증권(주),100,2000,7000000,3650000,1993
669,스튜디오드래곤,253450,2017-11-24,신규상장,주권,미래에셋대우(주),500,35000,210000000,28037240,109600
670,한화에이스스팩4호,279410,2017-11-27,신규상장,주권,한화투자증권(주),100,2000,6300000,3495000,2085
671,삼양패키징,272550,2017-11-29,신규상장,주권,한국투자증권(주),5000,26000,119481700,14209804,16850
672,비즈니스온,138580,2017-11-30,신규상장,주권,KB증권(주),500,9000,17082000,9544940,15850
673,대원　　　　　　　,007680,2017-12-01,신규상장,주권,신한금융투자(주),500,15000,30000000,11050000,12350
674,체리부로,066360,2017-12-04,신규상장,주권,미래에셋대우(주),500,4700,28913916,27872369,2600
675,에스트래픽,234300,2017-12-05,신규상장,주권,미래에셋대우(주),500,10000,21300000,11450592,9770
676,메카로,241770,2017-12-06,신규상장,주권,한국투자증권(주),500,33000,66000000,9834640,14800
677,씨티케이코스메틱스,260930,2017-12-07,신규상장,주권,미래에셋대우(주),500,55000,110000000,10122151,10927
678,진에어,272450,2017-12-08,신규상장,주권,미래에셋대우(주),1000,31800,381600000,30000000,16866
679,동양피스톤,092780,2017-12-08,신규상장,주권,"대신증권(주),IBK투자증권(주)",500,5700,18810000,13168460,4025
680,동부스팩5호,281740,2017-12-12,신규상장,주권,DB금융투자주식회사,100,2000,8000000,4840000,1881
681,디바이스이엔지,187870,2017-12-20,신규상장,주권,한국투자증권(주),500,12000,16800000,6782000,7400
682,한국제6호스팩,281410,2017-12-21,신규상장,주권,한국투자증권(주),100,2000,8000000,4510000,2060
683,시스웍,269620,2017-12-26,신규상장,주권,하나금융투자(주),100,2800,12511920,18000000,774
684,씨앤지하이테크,264660,2018-01-25,신규상장,주권,신한금융투자(주),500,16000,20608000,4202740,6140
685,SG,255220,2018-01-26,신규상장,주권,대신증권(주),100,6000,18795180,12506024,4254
686,배럴,267790,2018-02-01,신규상장,주권,하나금융투자(주),500,9500,16245000,7215846,12000
687,링크제니시스,219420,2018-02-05,이전상장,주권,하나금융투자(주),100,30000,9000000,2136300,7250
688,카페24,042000,2018-02-08,신규상장,주권,"미래에셋대우(주),유안타증권(주),한화투자증권(주)",500,57000,51300000,8858157,59105
689,아시아종묘,154030,2018-02-12,이전상장,주권,대신증권(주),500,4500,4500000,9215539,10650
690,알리코제약,260660,2018-02-12,신규상장,주권,IBK투자증권(주),500,12000,28200000,8843825,12310
691,동구바이오제약,006620,2018-02-13,신규상장,주권,엔에이치투자증권주식회사,500,16000,33105920,9604000,7191
692,엔지켐생명과학,183490,2018-02-21,이전상장,주권,한국투자증권(주),500,56000,43120000,7623232,94600
693,오스테오닉,226400,2018-02-22,이전상장,주권,키움증권(주),500,7700,9240000,6454995,3137
694,린드먼아시아,277070,2018-03-14,신규상장,주권,키움증권(주),500,6500,22087377,13500000,5820
695,에코마이스터,064510,2018-03-15,신규상장,주권,"대신증권(주),한화투자증권(주)",500,5200,6968000,10788540,5926
696,애경산업,018250,2018-03-22,신규상장,주권,대신증권(주),1000,29100,197880000,26122335,46500
697,케어랩스,263700,2018-03-28,신규상장,주권,한국투자증권(주),500,20000,26000000,5977430,11037
698,대신밸런스제3호스팩,253590,2018-04-04,신규상장,주권,대신증권(주),100,2000,10000000,5510000,1720
699,JTC,950170,2018-04-06,신규상장,주식예탁증권,삼성증권(주),0,8500,89542400,35005517,9920
700,유안타제3호스팩,287410,2018-05-08,신규상장,주권,유안타증권(주),100,2000,7000000,4235000,3072
701,한국제7호스팩,291210,2018-05-11,신규상장,주권,한국투자증권(주),100,2000,8500000,5060000,2120
702,제노레이,122310,2018-05-28,신규상장,주권,한국투자증권(주),500,23000,13844666,4028700,7102
703,세종메디칼,258830,2018-05-29,신규상장,주권,한국투자증권(주),500,15000,30450000,6777741,10750
704,현대사료,016790,2018-06-01,신규상장,주권,신한금융투자(주),500,6600,10072788,6150486,19150
705,파워넷,037030,2018-06-07,신규상장,주권,DB금융투자주식회사,1000,6500,23209862,12009614,5130
706,하나금융11호스팩,284620,2018-06-08,신규상장,주권,하나금융투자(주),100,2000,9000000,5401000,2497
707,EDGC,245620,2018-06-26,신규상장,주권,SK증권(주),100,6500,46800000,35898940,3085
708,이리츠코크렙,088260,2018-06-27,신규상장,부동산투자회사,엔에이치투자증권주식회사,5000,5000,79107350,63341590,6110
709,SV인베스트먼트,289080,2018-07-06,신규상장,주권,미래에셋대우(주),500,7000,27300000,26617000,2285
710,아이큐어,175250,2018-07-12,신규상장,주권,키움증권(주),500,65000,78000000,6123518,24388
711,올릭스,226950,2018-07-18,신규상장,주권,엔에이치투자증권주식회사,500,36000,43200000,6433321,20519
712,IBKS제9호스팩,297570,2018-07-20,신규상장,주권,IBK투자증권(주),100,2000,5000000,2760000,3845
713,엠코르셋,204020,2018-07-23,신규상장,주권,대신증권(주),500,11500,28962750,10073715,3420
714,한국유니온제약,080720,2018-07-26,신규상장,주권,DB금융투자주식회사,500,18000,27000000,5745000,12565
715,롯데정보통신,286940,2018-07-27,신규상장,주권,미래에셋대우(주),5000,29800,127722800,14286000,40750
716,티웨이항공,091810,2018-08-01,신규상장,주권,"신한금융투자(주),대신증권(주)",500,12000,192000000,46974812,3094
717,휴네시온,290270,2018-08-02,신규상장,주권,엔에이치투자증권주식회사,500,10000,13905300,4803836,6330
718,에스에스알,275630,2018-08-06,신규상장,주권,하나금융투자(주),500,9000,12780000,5662567,5460
719,디아이티,110990,2018-08-07,신규상장,주권,삼성증권(주),100,10000,37575000,18900000,8190
720,신한알파리츠,293940,2018-08-08,신규상장,부동산투자회사,신한금융투자(주),1000,5000,114000000,38106123,6919
721,대유,290380,2018-08-10,신규상장,주권,KB증권(주),500,9000,27720000,9052400,10800
722,바이오솔루션,086820,2018-08-20,신규상장,주권,한국투자증권(주),500,29000,43500000,7659926,24350
723,에이피티씨,089970,2018-08-23,신규상장,주권,대신증권(주),100,9000,16560000,23234595,6560
724,오파스넷,173130,2018-08-24,이전상장,주권,교보증권(주),500,11000,11088000,4025902,2297
725,액트로,290740,2018-08-28,신규상장,주권,키움증권(주),500,20000,24000000,5000054,10200
726,대신밸런스제5호스팩,303030,2018-08-30,신규상장,주권,대신증권(주),100,2000,7000000,4110000,2320
727,디지캡,197140,2018-09-07,이전상장,주권,KB증권(주),500,12000,7013352,3531115,3830
728,명성티엔에스,257370,2018-09-13,신규상장,주권,KB증권(주),500,20000,38400000,6370000,15350
729,삼성스팩2호,291230,2018-09-13,신규상장,주권,삼성증권(주),100,2000,13000000,7550000,2115
730,우진아이엔에스,010400,2018-09-14,신규상장,주권,신영증권(주),500,15000,31500000,7622000,8450
731,IBKS제10호스팩,299170,2018-09-21,신규상장,주권,IBK투자증권(주),100,2000,8000000,4330000,2422
732,지티지웰니스,219750,2018-09-21,이전상장,주권,대신증권(주),500,11000,8800000,5652665,3820
733,크리스에프앤씨,110790,2018-10-01,신규상장,주권,KB증권(주),1000,30000,105480000,11715480,20800
734,하나제약,293480,2018-10-02,신규상장,주권,미래에셋대우(주),500,26000,106117960,16200000,23700
735,나우아이비캐피탈,293580,2018-10-04,신규상장,주권,신영증권(주),5000,8500,21250000,9480000,4270
736,푸드나무,290720,2018-10-04,신규상장,주권,미래에셋대우(주),500,24000,37339440,6806034,18400
737,에스퓨얼셀,288620,2018-10-15,신규상장,주권,한국투자증권(주),500,16500,31185000,5744316,19534
738,옵티팜,153710,2018-10-26,신규상장,주권,엔에이치투자증권주식회사,500,10000,29458900,14217258,9050
739,로보티즈,108490,2018-10-26,신규상장,주권,미래에셋대우(주),500,14000,23800000,11251000,12350
740,DB금융스팩6호,306620,2018-10-31,신규상장,주권,DB금융투자주식회사,100,2000,8000000,4840000,2095
741,엘앤씨바이오,290650,2018-11-01,신규상장,주권,한국투자증권(주),500,24000,24000000,7234332,8083
742,노바텍,285490,2018-11-02,신규상장,주권,하나금융투자(주),500,10000,11600000,4626800,7800
743,대보마그네틱,290670,2018-11-06,신규상장,주권,한국투자증권(주),500,31000,25420000,3232600,24950
744,셀리버리,268600,2018-11-09,신규상장,주권,DB금융투자주식회사,500,25000,28500000,7148321,32861
745,노바렉스,194700,2018-11-14,신규상장,주권,엔에이치투자증권주식회사,500,19000,18240000,9003740,21550
746,디자인,227100,2018-11-15,신규상장,주권,대신증권(주),500,10100,4009700,2660910,9900
747,디케이앤디,263020,2018-11-20,신규상장,주권,키움증권(주),500,6000,10800000,7601025,5670
748,파멥신,208340,2018-11-21,신규상장,주권,"KB증권(주),삼성증권(주)",500,60000,48000000,6805637,17900
749,아주IB투자,027360,2018-11-21,신규상장,주권,미래에셋대우(주),500,1500,29280000,118714050,1175
750,디알젬,263690,2018-11-22,신규상장,주권,한국투자증권(주),500,6500,9750000,11325610,7890
751,싸이토젠,217330,2018-11-22,신규상장,주권,키움증권(주),500,17000,20400000,5633864,11050
752,아시아나IDT,267850,2018-11-23,신규상장,주권,KB증권(주),500,15000,39600000,11100000,24000
753,네오펙트,290660,2018-11-28,신규상장,주권,한국투자증권(주),500,11000,19800000,11718545,4065
754,티앤알바이오팹,246710,2018-11-28,신규상장,주권,키움증권(주),500,18000,21600000,8118084,10150
755,남화산업,111710,2018-11-29,신규상장,주권,대신증권(주),200,3700,11425600,20588000,13500
756,티로보틱스,117730,2018-11-29,신규상장,주권,키움증권(주),500,16000,12800000,5399459,6030
757,엠아이텍,179290,2018-11-29,신규상장,주권,하나금융투자(주),500,4500,31500000,27456200,3935
758,윙입푸드,900340,2018-11-30,신규상장,외국주권,유진투자증권(주),0,2000,20400000,40409095,2200
759,하나머스트제6호스팩,307160,2018-11-30,신규상장,주권,하나금융투자(주),100,2000,7500000,4590000,2080
760,베스파,299910,2018-12-03,신규상장,주권,미래에셋대우(주),500,35000,56000000,7986521,14400
761,교보8호스팩,307280,2018-12-05,신규상장,주권,교보증권(주),100,2000,6200000,3720000,2266
762,에코캡,128540,2018-12-05,신규상장,주권,IBK투자증권(주),100,4200,16800000,14558800,2685
